Crakehill,Skip Bridge,Westwick,Arkengarthdale,East Cowton,Malham Tarn,Snaizeholme,Skelton
0.134651739,0.137495268,0.117330499,0.105683837,0.111594203,0.105079365,0.104761905,0.150037128
0.217977425,0.149963403,0.163607511,0.1,0.1,0.105079365,0.107142857,0.180387754
0.119895384,0.118424573,0.110102471,0.1,0.1,0.1,0.1,0.118570406
0.114095623,0.114174302,0.107604264,0.1,0.1,0.1,0.1,0.116446223
0.181270074,0.214706847,0.166591599,0.122735346,0.130917874,0.143174603,0.119047619,0.211944483
0.117215747,0.112538805,0.110556103,0.1,0.1,0.1,0.1,0.119128455
0.210635955,0.155748214,0.178158164,0.139786856,0.2352657,0.135555556,0.119047619,0.192502801
0.408121501,0.322548648,0.313278439,0.165364121,0.2352657,0.262539683,0.207142857,0.374714563
0.148233459,0.136707806,0.125171255,0.1,0.1,0.1,0.1,0.14785894
0.110131229,0.114547841,0.106073522,0.1,0.1,0.1,0.1,0.114196028
0.138322474,0.112972918,0.137759032,0.171047957,0.150241546,0.223174603,0.152380952,0.168254704
0.252849408,0.3112718,0.206846687,0.122735346,0.107729469,0.148253968,0.157142857,0.256498337
0.107047811,0.112397466,0.104385835,0.1,0.1,0.1,0.1,0.111268975
0.720133982,0.635049595,0.265472834,0.1,0.1,0.1,0.102380952,0.572191645
0.110828668,0.112114788,0.106082122,0.1,0.1,0.1,0.10952381,0.114232031
0.104404882,0.107077055,0.10320123,0.11705151,0.134782609,0.105079365,0.1,0.107114215
0.100660732,0.100393731,0.100647126,0.1,0.1,0.1,0.1,0.101690346
0.105873176,0.113184927,0.104196642,0.1,0.1,0.1,0.104761905,0.108073698
0.156309076,0.173395422,0.157142704,0.111367673,0.1,0.112698413,0.126190476,0.172665086
0.104882078,0.10729916,0.103037836,0.1,0.115458937,0.1,0.102380952,0.107692065
0.12951271,0.14076626,0.12795325,0.182415631,0.273913043,0.277777778,0.169047619,0.300188116
0.10194549,0.104250271,0.102517555,0.111367673,0.262318841,0.1,0.1,0.105258255
0.126466,0.105885768,0.121957125,0.105683837,0.1,0.153333333,0.1,0.121756682
0.105689639,0.108187577,0.104200942,0.1,0.1,0.12031746,0.104761905,0.109981863
0.108662935,0.107914995,0.104379385,0.1,0.1,0.1,0.1,0.109467019
0.100403781,0.100585548,0.100309588,0.105683837,0.103864734,0.135555556,0.10952381,0.101540933
0.102018904,0.10492668,0.101476995,0.111367673,0.12705314,0.1,0.1,0.10405035
0.140891989,0.110539865,0.122857941,0.1,0.1,0.1,0.1,0.132377601
0.136487107,0.142250322,0.122965437,0.1,0.1,0.1,0.1,0.146760845
0.144929797,0.133780066,0.127205078,0.1,0.1,0.115238095,0.121428571,0.148200969
0.106020006,0.106723707,0.105731685,0.1,0.119323671,0.102539683,0.116666667,0.108046696
0.109397082,0.104684385,0.110467957,0.1,0.1,0.1,0.1,0.112197855
0.140157842,0.136869337,0.119551366,0.1,0.1,0.102539683,0.102380952,0.146094787
0.186409103,0.141452765,0.138429806,0.1,0.1,0.105079365,0.1,0.174951283
0.121106727,0.126743394,0.146070619,0.162522202,0.14057971,0.206666667,0.1,0.155221577
0.122831972,0.121190783,0.114032523,0.168206039,0.188888889,0.145714286,0.19047619,0.130757461
0.138322474,0.137939477,0.13007092,0.102841918,0.1,0.102539683,0.102380952,0.145104702
0.126282463,0.128166881,0.109788582,0.1,0.1,0.1,0.1,0.132035571
0.155207855,0.139857651,0.132801318,0.148312611,0.1,0.234603175,0.19047619,0.209604281
0.241470129,0.240541632,0.154270411,0.1,0.103864734,0.168571429,0.119047619,0.24924371
0.179067633,0.202511295,0.163708557,0.1,0.1,0.1,0.1,0.201125547
0.115417087,0.113346458,0.10986168,0.1,0.1,0.11015873,0.107142857,0.116500227
0.306075067,0.30211504,0.218565896,0.122735346,0.103864734,0.1,0.164285714,0.280746435
0.194851794,0.325001893,0.226056215,0.236412078,0.362801932,0.558412698,0.254761905,0.336011215
0.323327521,0.283619798,0.202159863,0.11705151,0.1,0.1,0.119047619,0.329350639
0.132816371,0.151053734,0.127334073,0.301776199,0.227536232,0.201587302,0.128571429,0.235526523
0.1074883,0.1113879,0.104852368,0.202309059,0.1,0.24984127,0.366666667,0.116824255
0.144562724,0.169599455,0.128413333,0.1,0.1,0.168571429,0.102380952,0.159613957
0.108626227,0.108066429,0.104181593,0.105683837,0.115458937,0.181269841,0.135714286,0.10948322
0.151904194,0.144511749,0.130006423,0.1,0.1,0.1,0.1,0.155887634
